k	Re[k]	Im[k]	ABS[k]
3852	  -0.00467	  -0.01221	   0.01307
3853	  -0.00599	   0.00265	   0.00655
3854	   0.00713	  -0.01084	   0.01297
3855	   0.00745	   0.01155	   0.01375
3856	  -0.01167	   0.01671	   0.02038
3857	   0.02207	   0.00450	   0.02252
3858	   0.00181	  -0.00579	   0.00607
3859	   0.00187	  -0.01728	   0.01738
3860	  -0.00094	  -0.00135	   0.00164
3861	  -0.01344	   0.00125	   0.01349
3862	   0.01454	   0.00615	   0.01578
3863	  -0.00296	   0.00227	   0.00374
3864	   0.00103	   0.00792	   0.00799
3865	   0.00125	  -0.00079	   0.00148
3866	   0.00124	   0.00476	   0.00492
3867	   0.00851	  -0.00094	   0.00856
3868	  -0.03644	  -0.01839	   0.04082
3869	   0.00890	   0.00470	   0.01006
3870	   0.01066	   0.04393	   0.04521
3871	   0.04909	  -0.04156	   0.06432
3872	   0.00500	  -0.00050	   0.00503
3873	  -0.00777	   0.00182	   0.00798
3874	   0.00286	  -0.00332	   0.00438
3875	   0.00624	   0.00411	   0.00747
3876	  -0.34040	   0.04490	   0.34335
3877	  -0.00814	   0.00237	   0.00847
3878	   0.00532	   0.00422	   0.00679
3879	   0.00094	   0.00176	   0.00199
3880	  -0.00370	  -0.00079	   0.00378
3881	  -0.00426	   0.00031	   0.00427
3882	  -0.00908	   0.00544	   0.01059
3883	  -0.00315	  -0.00065	   0.00322
3884	  -0.00115	   0.00316	   0.00336
3885	  -0.07332	   0.04796	   0.08761
3886	  -0.00399	   0.00306	   0.00502
3887	  -0.00510	   0.00670	   0.00842
3888	  -0.00394	  -0.00163	   0.00426
3889	  -0.00411	   0.00151	   0.00438
3890	   0.00576	  -0.00969	   0.01127
3891	   0.00351	   0.00309	   0.00467
3892	  -0.00331	  -0.00369	   0.00496
3893	  -0.00080	   0.00214	   0.00228
3894	  -0.00263	  -0.00689	   0.00737
3895	   0.00073	  -0.00580	   0.00584
3896	  -0.03512	   0.02687	   0.04422
3897	   0.00280	  -0.00139	   0.00312
3898	  -0.00346	  -0.00334	   0.00481
3899	  -0.03140	   0.02881	   0.04261
3900	  -0.00107	   0.00154	   0.00188
3901	   0.00283	  -0.00400	   0.00490
3902	  -0.00179	  -0.00766	   0.00787
3903	   0.00359	   0.00835	   0.00908
3904	   0.00900	   0.00259	   0.00936
3905	   0.00090	   0.00183	   0.00204
3906	  -0.02271	   0.00260	   0.02286
3907	   0.00223	   0.00018	   0.00224
3908	  -0.00527	  -0.00005	   0.00527
3909	   0.00534	   0.00401	   0.00668
3910	   0.00633	  -0.00792	   0.01014
3911	   0.00394	   0.00524	   0.00656
3912	  -0.00649	   0.00195	   0.00678
3913	   0.00019	   0.00748	   0.00748
3914	   0.00191	   0.00809	   0.00831
3915	  -0.00824	  -0.00470	   0.00949
3916	  -0.00725	  -0.00379	   0.00819
3917	  -0.00350	  -0.00142	   0.00378
3918	  -0.00920	  -0.00848	   0.01251
3919	   0.00128	  -0.00014	   0.00129
3920	  -0.00466	   0.00064	   0.00470
3921	   0.00225	   0.00214	   0.00310
3922	  -0.00501	   0.00333	   0.00602
3923	   0.01460	   0.00482	   0.01538
3924	   0.00290	   0.01487	   0.01515
3925	   0.00421	  -0.00069	   0.00426
3926	   0.00390	  -0.00151	   0.00418
3927	   0.00187	   0.00001	   0.00187
3928	   0.02262	   0.00330	   0.02286
3929	   0.00453	  -0.00335	   0.00563
3930	  -0.01030	   0.00247	   0.01059
3931	  -0.00221	   0.00082	   0.00236
3932	  -0.00143	   0.00150	   0.00207
3933	   0.00574	   0.00175	   0.00600
3934	  -0.00405	  -0.00241	   0.00471
3935	  -0.00065	  -0.01567	   0.01569
3936	   0.00338	  -0.00140	   0.00365
3937	   0.00267	   0.00040	   0.00270
3938	  -0.00558	  -0.00179	   0.00586
3939	   0.00458	   0.02675	   0.02714
3940	  -0.00435	   0.00232	   0.00493
3941	  -0.02422	   0.03160	   0.03982
3942	  -0.00542	  -0.00174	   0.00570
3943	   0.00249	  -0.00963	   0.00994
3944	  -0.00772	   0.00311	   0.00833
3945	  -0.00275	  -0.00483	   0.00556
3946	   0.00003	  -0.00144	   0.00144
3947	   0.00890	  -0.01341	   0.01610
3948	  -0.05384	  -0.04904	   0.07283
3949	  -0.00319	   0.00308	   0.00443
3950	   0.02027	  -0.00265	   0.02044
3951	  -0.00030	  -0.00554	   0.00555
3952	   0.00203	   0.00636	   0.00667
3953	   0.00509	   0.00318	   0.00600
3954	  -0.00065	   0.00390	   0.00396
3955	   0.11833	   0.01261	   0.11899
3956	   0.00061	  -0.00391	   0.00395
3957	  -0.01151	   0.01314	   0.01747
3958	  -0.00613	  -0.00088	   0.00619
3959	  -0.00341	   0.00139	   0.00368
3960	   0.00006	   0.00335	   0.00335
3961	   0.00034	   0.00002	   0.00034
3962	   0.05226	   0.02050	   0.05613
3963	  -0.01410	   0.02676	   0.03024
3964	   0.00156	  -0.00183	   0.00240
3965	   0.00208	  -0.00058	   0.00216
3966	   0.00658	  -0.00253	   0.00705
3967	  -0.00179	  -0.00319	   0.00366
3968	   0.00501	   0.00042	   0.00503
3969	   0.02049	  -0.00835	   0.02212
3970	   0.00036	   0.00300	   0.00303
3971	  -0.00331	   0.00002	   0.00331
3972	   0.00082	   0.00062	   0.00103
3973	  -0.02091	   0.00519	   0.02155
3974	  -0.00463	  -0.01563	   0.01630
3975	   0.00102	  -0.00155	   0.00185
3976	   0.00192	  -0.00719	   0.00744
3977	  -0.01643	  -0.00175	   0.01652
3978	  -0.00145	   0.00243	   0.00283
3979	   0.00016	  -0.00196	   0.00196
3980	   0.00164	  -0.00286	   0.00330
3981	   0.00488	  -0.00726	   0.00875
3982	   0.00022	   0.01432	   0.01432
3983	  -0.03593	   0.03242	   0.04839
3984	  -0.00964	   0.00286	   0.01005
3985	  -0.00512	  -0.00084	   0.00519
3986	   0.00940	  -0.00377	   0.01013
3987	   0.00869	  -0.01194	   0.01477
3988	   0.00810	   0.00742	   0.01099
3989	  -0.00508	   0.00968	   0.01093
3990	   0.00531	   0.01154	   0.01271
3991	   0.03343	   0.02236	   0.04022
3992	   0.00033	   0.00549	   0.00550
3993	  -0.05415	  -0.00480	   0.05437
3994	   0.00521	  -0.00803	   0.00957
3995	   0.03111	  -0.01636	   0.03515
3996	  -0.00150	  -0.00221	   0.00267
3997	   0.05898	   0.01656	   0.06126
3998	   0.00211	  -0.00186	   0.00281
3999	   0.00342	   0.00104	   0.00357
4000	   0.00255	  -0.00281	   0.00379
4001	   0.00481	   0.00115	   0.00495
4002	  -0.01356	  -0.00658	   0.01507
4003	   0.00046	  -0.00431	   0.00434
4004	   0.00671	   0.00865	   0.01095
4005	  -0.00050	  -0.00041	   0.00064
4006	   0.00185	  -0.00619	   0.00647
4007	   0.00049	   0.00230	   0.00235
4008	  -0.00210	   0.00031	   0.00212
4009	  -0.03357	  -0.01272	   0.03590
4010	   0.00757	   0.01798	   0.01950
4011	   0.04523	  -0.02123	   0.04997
4012	  -0.00176	   0.00075	   0.00191
4013	  -0.02373	  -0.01357	   0.02734
4014	   0.00282	   0.00612	   0.00674
4015	  -0.00313	   0.00323	   0.00450
4016	   0.01822	   0.00598	   0.01918
4017	  -0.00856	  -0.00611	   0.01052
4018	   0.01476	   0.02676	   0.03056
4019	   0.01182	   0.01072	   0.01596
4020	   0.00110	   0.00685	   0.00694
4021	   0.01229	  -0.00256	   0.01256
4022	  -0.00128	   0.00127	   0.00180
4023	  -0.00895	   0.00281	   0.00938
4024	  -0.00305	  -0.00411	   0.00512
4025	  -0.01017	   0.03799	   0.03933
4026	  -0.00375	   0.00371	   0.00527
4027	   0.02287	   0.01704	   0.02852
4028	   0.00360	  -0.00195	   0.00409
4029	   0.00232	   0.00302	   0.00380
4030	  -0.00844	  -0.01081	   0.01371
4031	  -0.00333	  -0.00540	   0.00634
4032	   0.01161	  -0.04534	   0.04680
4033	  -0.00274	   0.00559	   0.00623
4034	   0.00002	   0.00326	   0.00326
4035	  -0.00596	  -0.00577	   0.00829
4036	   0.00388	  -0.00904	   0.00983
4037	   0.01351	  -0.01490	   0.02011
4038	   0.00054	  -0.00302	   0.00306
4039	  -0.03872	   0.02253	   0.04480
4040	   0.00634	  -0.00123	   0.00646
4041	   0.00199	   0.00003	   0.00199
4042	   0.00276	   0.00295	   0.00404
4043	  -0.00038	   0.00235	   0.00238
4044	  -0.00133	   0.00264	   0.00295
4045	1476.33667	1418.70471	2047.50903
4046	  -0.01270	   0.02868	   0.03136
4047	  -0.00006	   0.00006	   0.00009
4048	   0.00350	  -0.00842	   0.00912
4049	   0.00782	   0.01554	   0.01739
4050	  -0.00314	   0.00033	   0.00315
4051	  -0.00167	  -0.00079	   0.00184
4052	   0.00505	   0.00278	   0.00577
4053	   0.01264	   0.05949	   0.06082
4054	   0.00123	  -0.00278	   0.00303
4055	  -0.00701	   0.00132	   0.00713
4056	   0.00355	  -0.00397	   0.00533
4057	  -0.00253	   0.00264	   0.00366
4058	  -0.00047	  -0.00126	   0.00135
4059	   0.00154	  -0.00234	   0.00280
4060	   0.10842	   0.12594	   0.16618
4061	  -0.00147	   0.00635	   0.00652
4062	  -0.01178	  -0.00109	   0.01183
4063	  -0.00332	   0.00849	   0.00911
4064	  -0.00219	  -0.00362	   0.00423
4065	   0.00549	  -0.00175	   0.00577
4066	   0.00433	  -0.00088	   0.00442
4067	  -0.24477	  -0.31559	   0.39938
4068	  -0.00492	   0.00318	   0.00586
4069	  -0.00714	   0.01063	   0.01280
4070	   0.00600	  -0.00551	   0.00814
4071	  -0.00072	  -0.00106	   0.00128
4072	   0.00525	   0.00407	   0.00665
4073	  -0.00169	   0.00117	   0.00206
4074	   0.00709	  -0.00877	   0.01128
4075	   0.00060	  -0.00087	   0.00105
4076	  -0.00116	  -0.01458	   0.01463
4077	  -0.00369	  -0.01357	   0.01406
4078	  -0.00834	   0.00196	   0.00857
4079	   0.00585	   0.00046	   0.00587
4080	   0.01379	  -0.00225	   0.01397
4081	   0.00815	  -0.00029	   0.00816
4082	   0.01208	   0.01724	   0.02105
4083	   0.00348	  -0.00683	   0.00767
4084	   0.00044	   0.00172	   0.00178
4085	  -0.00079	   0.00105	   0.00132
4086	  -0.00192	  -0.01161	   0.01177
4087	   0.00644	  -0.00214	   0.00679
4088	  -0.01662	   0.00446	   0.01721
4089	   0.00378	  -0.00124	   0.00397
4090	-2022.99719	-315.82874	2047.50232
4091	   0.00746	  -0.00897	   0.01166
4092	  -0.00033	   0.00527	   0.00528
4093	   0.00012	   0.00229	   0.00229
4094	1075.59937	1742.22607	2047.50232
